ID,Smiles,Inhibition,MW,QED,SA_Score,TPSA,HBD,HBA,RotBonds,LogP,Lipinski,Veber
TRAIN_1275,CCc1oc(cc1)C(C)NC2CCCn3nc(C)nc23,18.0,274.37,0.931,4.508,55.88,1,5,4,2.93,5,2
TRAIN_1276,Cc1ccc(cc1C)C(=O)NCCCC2(CCOCC2)C3OCCO3,42.1,347.46,0.804,3.9958,56.790000000000006,1,4,6,2.98,5,2
TRAIN_1277,NC(=O)c1cc2CN(CC3(O)CNCCOC3)CCc2s1,44.6,311.41,0.704,4.2934,87.82000000000001,3,6,3,-0.44,5,2
TRAIN_1278,Cc1cc(C(=O)COC(=O)c2cc3ccccc3cc2O)c(C)n1CC4CCCO4,57.7,407.47,0.4899,4.5507,77.76,1,6,6,4.18,5,2
TRAIN_1279,Clc1ccccc1c2nnc(SCC3=CC(=O)N4C=CSC4=N3)n2C5CCCC5,77.9,443.99,0.4025,4.1267,65.08000000000001,0,8,5,5.08,4,2
TRAIN_1280,CC(NC1CC2CC=CC12)C(O)c3ccc(O)cc3.OC(=O)C(=O)O,21.0,349.38,0.4119,5.0241,127.09,5,5,4,1.52,5,2
TRAIN_1281,Cc1ccc(cc1)\N=C/2\SC=C(N2\N=C\3/CCSC3)c4ccc5OCC(=O)Nc5c4,81.5,436.56,0.6605,4.1576,67.97999999999999,1,7,3,4.43,5,2
TRAIN_1282,Oc1cccc2C(CCc12)Nc3c(nnc4ccccc34)C#N,60.4,302.34,0.7587,4.3628,81.83,2,5,2,3.31,5,2
TRAIN_1283,CC(C)c1nc2CN(CCc2n1C)c3cccnc3C#N,28.1,281.36,0.8477,3.8651,57.74,0,5,2,2.37,5,2
TRAIN_1284,CNS(=O)(=O)C1CCN(CC1)C(C)C(=O)N2CC(C)CC(C)C2,5.86,345.51,0.8216,4.7267,69.72,1,4,4,0.89,5,2
TRAIN_1285,CCC1CCC2=C(C1)SC(=O)N2CCS(=O)(=O)C,17.2,289.42,0.8432,4.1792,56.14,0,5,4,1.47,5,2
TRAIN_1286,CC1(O)CCC2C(CCC3(C)C(CCC23O)C4=CC(=O)OC4)C1(C)C(=O)[O-].[NH3+]CCCCC[NH3+],24.7,481.65,0.2975,5.4768,162.17000000000002,4,6,6,-0.42,5,1
TRAIN_1287,Fc1cccc(F)c1C2=NOC(CN3CCN(CC3)c4ncnc5ccsc45)C2,50.0,415.47,0.6547,4.5435,53.85,0,7,4,3.28,5,2
TRAIN_1288,CCC1(CC)C(CC1N(C)c2ncnc3nc(N)ccc23)OC,38.5,315.42,0.9137,4.5754,77.16000000000001,1,6,5,2.64,5,2
TRAIN_1289,Cc1ccc(c(C)c1)n2ccnc2SCC(=O)O,17.0,262.33,0.8606,3.7761,55.120000000000005,1,4,4,2.67,5,2
TRAIN_1290,CC1=CC(=O)N2N=C(CNC3CC(C)(C)OC3(C)C)SC2=N1,0.5,322.43,0.9345,4.2896,68.52000000000001,1,7,3,1.9,5,2
TRAIN_1291,C(Nc1cncc2nnnn12)c3cc4CCCCc4s3,41.8,286.36,0.798,3.8822,68.0,1,7,3,2.07,5,2
TRAIN_1292,CCc1ccc(cc1)S(=O)(=O)Nc2cc[nH]n2,88.1,251.31,0.8693,3.761,74.85,2,3,4,1.77,5,2
TRAIN_1293,CC1(C)CN(CCS1)C(=O)Nc2nc3ccccn3n2,48.9,291.38,0.8736,3.8473,62.53,1,5,1,2.09,5,2
TRAIN_1294,CC(C)n1ccc(CSc2nncc3ccccc23)n1,34.5,284.39,0.6852,3.8592,43.6,0,5,4,3.7,5,2
TRAIN_1295,Cc1c2C(O)CC(C)(C)Cc2oc1C(=O)NC3CC(C)(C)NC(C)(C)C3,7.67,362.51,0.7509,4.386,74.5,3,4,2,3.63,5,2
TRAIN_1296,O=C1OC2(CCCCC2)C(=C1)NC3CCS(=O)(=O)C3,0.77,285.37,0.7634,4.652,72.47,1,5,2,0.91,5,2
TRAIN_1297,CC(C)(C)c1ccc(cc1)C(C)(C)NC(=O)Cn2cc(CO)nn2,43.5,330.43,0.8799,3.9249,80.04,2,5,5,2.12,5,2
TRAIN_1298,CC1CC(C)(C)c2ccccc2N1Cc3cnnn3C,48.7,270.38,0.8412,4.2521,33.95,0,4,2,2.89,5,2
TRAIN_1299,NC(=O)c1c2NC(=O)C=C(O)c2sc1SCc3ccc(Cl)nc3,45.2,367.84,0.4849,3.9147,109.07,3,6,4,2.73,5,2
TRAIN_1300,CCN1CCOC(CNCc2c[nH]nc2c3oc4ccccc4c3)C1,0.5,340.43,0.722,4.4313,66.32,2,5,6,2.63,5,2
TRAIN_1301,CC(N(C)Cc1c(C)nn(CCO)c1C)c2ccncc2,44.5,288.39,0.884,4.2703,54.18000000000001,1,5,6,2.08,5,2
TRAIN_1302,CC1=CC(=C(C(=O)OC(C2CCCC2)c3ncccn3)C(=O)N1)C,0.5,327.38,0.8728,4.3725,84.94,1,5,4,2.87,5,2
TRAIN_1303,Cc1nc(SCC(O)CO)c2c(C)csc2n1,20.3,270.38,0.6543,4.1635,66.24000000000001,2,6,4,1.75,5,2
TRAIN_1304,Cl.Cc1nc2cc(ccc2n1Cc3ccsc3)C(=O)O,5.24,308.79,0.8044,3.823,55.120000000000005,1,4,3,3.57,5,2
TRAIN_1305,CCOC(=O)c1oc2CCc3sc(C)nc3c2c1C,35.1,277.35,0.7903,3.8056,52.33,0,5,2,3.3,5,2
TRAIN_1306,CSc1nc2CCCSc2c(NCCCO)n1,11.2,271.41,0.4854,3.775,58.040000000000006,2,6,5,2.03,5,2
TRAIN_1307,CN(C1CCS(=O)CC1)C(=O)CC2CCC(CC2)C(C)(C)C,10.7,327.53,0.7941,3.8728,37.38,0,2,3,3.6,5,2
TRAIN_1308,CCCCOC1CC(N(C)C(=O)C2=NC(=C(C)NC2=O)C)C1(C)C,0.5,335.45,0.8103,4.575,75.28999999999999,1,4,6,2.44,5,2
TRAIN_1309,Cc1cc(Cl)c(O)c(c1)n2nc3ccccc3n2,22.0,259.7,0.7306,3.7896,50.94,1,4,1,3.09,5,2
TRAIN_1310,FC(F)(F)c1ccc(cc1NCCCn2ccnn2)C#N,11.4,295.27,0.8612,3.8651,66.53,1,5,5,2.67,5,2
TRAIN_1311,ONc1cc(ccc1n2cnc3ccccc23)C(F)(F)F,76.1,293.25,0.7056,3.8651,50.08,2,4,2,3.85,5,2
TRAIN_1312,CC(C)(C)N1N=CN(CCCCS(=O)(=O)C)C1=O,1.94,275.37,0.7385,3.7341,73.96000000000001,0,6,5,0.62,5,2
TRAIN_1313,Cc1ccc(C)c(c1)N2C=NC(=O)N2Cc3onc(C)c3,14.3,284.32,0.7375,3.8651,65.85,0,6,3,2.0,5,2
TRAIN_1314,C(Nc1ccc(cc1)c2ocnn2)\C=C\c3occc3,53.2,267.29,0.7666,3.8822,64.09,1,5,5,3.45,5,2
TRAIN_1315,CCSc1nc2N=C3CC(C)(C)CC(=C3C(c4cccc(O)c4)n2n1)O,11.2,370.48,0.7824,4.4245,83.53,2,7,3,4.4,5,2
TRAIN_1316,Cc1cc(c(C)s1)c2oc(N)c(C#N)c2c3cc(C)sc3C,98.0,328.46,0.6825,3.8728,62.95,1,5,2,5.42,4,2
TRAIN_1317,COC(=O)c1c(C)[nH]c(C2=CS\C(=C(/C=C3C=CC=N3)\C#N)\N2)c1C,91.1,352.42,0.6433,3.9766,90.27,2,6,3,3.31,5,2
TRAIN_1318,CC1CCc2nc(NC(=O)c3cn4cccnc4n3)sc2C1,14.1,313.39,0.789,4.3336,72.18,1,6,2,2.56,5,2
TRAIN_1319,CC(C)Cn1ncnc1CSc2nnc(C)c(C)c2C#N,2.81,302.41,0.7894,3.8535,80.28,0,7,5,2.5,5,2
TRAIN_1320,CC1=CC(=NNc2ncc(Cl)cc2Cl)CC(C)(C)C1,6.34,298.22,0.7866,3.7927,37.28,1,3,2,4.92,5,2
TRAIN_1321,COc1ccc2nc(CN3CCSC4(CCCCC4)C3)[nH]c2n1,52.8,332.47,0.9351,4.3729,54.04,1,5,3,3.22,5,2
TRAIN_1322,CN1C=NN(C1=O)c2ccc(NC3CCCSC3)cc2,33.3,290.39,0.9375,4.276,51.85,1,6,3,1.88,5,2
TRAIN_1323,CN(C)C1CCN(C1)c2cc(ncn2)N3CCC(C3)N(C)C,26.4,304.44,0.8176,4.5558,38.74000000000001,0,6,4,0.76,5,2
TRAIN_1324,CN(\N=C\c1cccc(O)c1)C2=NS(=O)(=O)c3ccccc23,18.4,315.35,0.6766,3.8951,82.32999999999998,1,5,2,1.81,5,2
TRAIN_1325,CN1C(=O)C(=Nc2ccccc12)CN3CCN(CC3)S(=O)(=O)C,14.6,336.42,0.7893,3.9147,75.51,0,6,3,0.01,5,2
TRAIN_1326,CC(C)COC(=O)CC1N(CCNC1=O)C(=O)C(C)C,70.3,284.36,0.7484,4.2147,75.71000000000001,1,4,5,0.56,5,2
TRAIN_1327,CNC(=O)c1cccc(NC(=O)NC2CCCC(C2)C(F)(F)F)n1,18.8,344.34,0.7883,4.596,83.12,3,3,3,2.68,5,2
TRAIN_1328,CCOC(=O)c1c(C)[nH]c(\C=N\O)c1Cc2cccc(Cl)c2,74.6,320.78,0.3827,3.884,74.68,2,4,5,3.55,5,2
TRAIN_1329,Cn1cc(\C=C\c2ccnnc2)c(n1)c3ccc(cc3)C#N,4.89,287.33,0.7425,3.9168,67.39,0,5,3,2.92,5,2
TRAIN_1330,CCCCN(C)C(=O)CSC1=NC=CN(C)C1=O,3.36,269.37,0.7265,3.7624,55.2,0,5,6,1.13,5,2
TRAIN_1331,C1CN(CC(O1)c2ccsc2)c3nccn4cnnc34,20.1,287.35,0.7187,4.2991,55.55,0,7,2,1.76,5,2
TRAIN_1332,CC(C)(C)OC(=O)N1CCC2=C(CC1)C(=O)N=CN2,10.9,265.31,0.762,3.7927,75.28999999999999,1,4,0,1.11,5,2
TRAIN_1333,COc1ncnc(N)c1CNCCC2=CCOCC2,8.74,264.33,0.5864,3.8308,82.29,2,6,6,0.89,5,2
TRAIN_1334,C\C(=C/c1occc1)\C=N\N2CCN(CC2)C3c4ccccc4c5ccccc35,31.8,383.5,0.5906,4.1347,31.980000000000004,0,4,4,5.06,4,2
TRAIN_1335,CCCC(=O)NC1=NN2C(C=C(N=C2N1)c3ccccc3)c4ccccc4,63.7,359.43,0.8805,4.4823,69.09,2,5,4,3.23,5,2
TRAIN_1336,Cn1cnnc1CNC(=O)C2=CC3=C(CCC3)NC2=O,12.4,273.3,0.8179,3.8473,92.67,2,5,3,-0.08,5,2
TRAIN_1337,FC(F)(F)c1n[nH]c(CNC(=O)C2CC=CC2)n1,0.5,260.22,0.807,3.7761,70.67,2,3,3,1.41,5,2
TRAIN_1338,Cc1n[nH]c(n1)c2ccc(NCc3sc(C)nc3C)cc2,0.58,299.4,0.7739,3.8766,66.49000000000001,2,5,4,3.47,5,2
TRAIN_1339,Cc1nnc(NC(=O)C2CCC(F)(F)CC2)n1C,11.2,258.27,0.8808,3.7624,59.81,1,4,2,1.89,5,2
TRAIN_1340,CC(OC(=O)c1ccnnc1)c2ccccc2C(F)(F)F,19.5,296.25,0.8144,4.2703,52.08,0,4,3,3.41,5,2
TRAIN_1341,CCOC1CC(Nc2cncc(c2)c3nncn3C)C14CCCC4,16.9,327.43,0.9143,5.0529,64.86,1,6,5,3.03,5,2
TRAIN_1342,CC1CCCCC1N2CCN(Cc3cccc4ccccc34)CC2.OC(=O)C(=O)O,0.5,412.53,0.7486,4.7864,81.08,2,4,3,3.69,5,2
TRAIN_1343,Cc1nn(C)cc1c2cc(c3cn(C)nc3C)n(Cc4ccc(F)cc4Cl)n2,45.5,398.87,0.5188,4.0617,53.46,0,6,4,4.14,5,2
TRAIN_1344,CC1=CC2=C(C)N\C(=N\C3=NC(=O)C(=C(C)N3)C)\N=C2C(=C1)C,37.2,309.37,0.7234,3.904,86.79,2,4,1,2.42,5,2
TRAIN_1345,CN1CCN(CC1)c2ccc(C\N=C/3\N=C(C)Nc4scc(c5ccccc5)c34)cn2,60.3,430.58,0.5343,4.1888,60.41,1,6,4,3.85,5,2
TRAIN_1346,N#Cc1c(CSc2ncnc3sccc23)cn4ccccc14,36.8,322.42,0.4206,3.9273,53.98,0,6,3,4.11,5,2
TRAIN_1347,CC(C)C(=O)NCCNC(=O)c1ccc2CC(C)(C)Oc2c1O,15.9,320.39,0.7193,3.8931,87.66000000000001,3,4,5,1.61,5,2
TRAIN_1348,CC(NCc1cnc2ccnn2c1)c3ccc4CCCCc4c3,25.0,306.41,0.8024,4.3729,42.22,1,4,4,3.46,5,2
TRAIN_1349,Cc1cc(cc(C)c1CS(=O)(=O)Cc2csc(n2)c3ncccn3)C(C)(C)C,82.0,415.58,0.6074,4.0529,72.81,0,6,5,4.63,5,2
TRAIN_1350,OC1C(Cc2ccccc12)N3CCC(CC3)Oc4ccc(cc4)C#N,0.5,334.42,0.9372,4.6658,56.49,1,4,3,3.06,5,2
TRAIN_1351,CN(CC(=O)Nc1nc2c(F)cc(F)cc2s1)S(=O)(=O)C,0.5,335.36,0.916,3.8296,79.37,1,5,4,1.4,5,2
TRAIN_1352,Cc1nc2ccccn2c1c3csc(NCc4occc4)n3,83.4,310.38,0.6194,3.9273,55.36,1,6,4,3.97,5,2
TRAIN_1353,OCC(O)C1OC2OC3(CCCCC3)OC2C1O,0.66,260.29,0.6202,5.2838,88.38000000000001,3,6,2,-0.5,5,2
TRAIN_1354,CCOC(=O)C(C)Sc1nc2nc(O)cc(O)c2s1,42.1,300.36,0.6598,4.2095,92.54,2,8,4,2.15,5,2
TRAIN_1355,Cc1ccc(CC2CCCN2Cc3ncc[nH]3)cc1,38.0,255.37,0.9106,4.2599,31.92,1,2,4,2.93,5,2
TRAIN_1356,Cl.CC1CCCCC1NC2=NN\C(=C\3/C=CC4=NC(=O)OC4=C3)\CS2,37.5,380.9,0.7802,4.6469,75.08,2,6,1,2.12,5,2
TRAIN_1357,Cc1noc(n1)C2CCCN(C2)S(=O)(=O)CC3CCCCC3,19.3,327.45,0.8488,4.3228,76.30000000000001,0,5,4,2.47,5,2
TRAIN_1358,CC1OC(=O)C(=C1c2ccc(cc2)C(C)(C)C)C3=NNC(=O)c4ccccc34,0.5,374.44,0.6863,4.4786,72.05,1,4,2,4.08,5,2
TRAIN_1359,CC(C)CCSCC(=O)NC1CCCCC12OCCO2,25.6,301.45,0.7661,4.681,47.56,1,4,6,2.57,5,2
TRAIN_1360,C(N1CCc2ccccc2C1)c3cnn(n3)c4ccccc4,0.5,290.37,0.7436,3.9377,33.95,0,4,3,2.83,5,2
TRAIN_1361,CC(Nc1cc(NC(C)c2nccs2)ncn1)c3nccs3,0.5,332.46,0.7161,4.5774,75.62,2,8,6,3.74,5,2
TRAIN_1362,CCCN1CCN(CC1)c2nn3nnnc3c4ccccc24,0.5,297.37,0.7238,3.9273,62.45,0,7,3,1.2,5,2
TRAIN_1363,C(c1nnc2sc(nn12)C3COc4ccccc4O3)n5cnc6ccccc56,0.5,390.43,0.471,4.5292,79.36,0,9,3,3.1,5,2
TRAIN_1364,Cl.CC(C)(C)c1cn2c3ccccc3n(CC=C)c2n1,59.8,289.81,0.6484,3.8106,22.23,0,3,2,4.19,5,2
TRAIN_1365,CSC1=NN\C(=N/C(=O)CSc2nccn2C)\S1,0.5,301.42,0.8573,3.7896,75.93,1,7,4,1.15,5,2
TRAIN_1366,CC1CN(C(C)CO1)C(=O)C2=CN=C3SCCN3C2=O,0.5,295.36,0.7099,4.4959,64.43,0,6,1,0.6,5,2
TRAIN_1367,CC(C)CN1C(=O)C2C3CC4C5(C)CCCC(C)(C5CCC4(C=C3C(C)C)C2C1=O)C(=O)O,1.81,455.64,0.4697,6.5914,74.68,1,3,4,5.15,4,2
TRAIN_1368,CCOC(=O)CNC(=O)CN1N=Nc2c(cnn2c3ccc(F)cc3)C1=O,0.5,374.33,0.593,4.039,121.0,1,9,6,-0.2,5,2
TRAIN_1369,CC[C@@H](C)[C@H](NC(=O)[C@@H]1CC[C@@H](CN2NNc3ccccc3C2=O)CC1)C(=O)O,38.1,402.5,0.5574,4.7543,110.77,4,5,7,2.4,5,2
TRAIN_1370,Cc1cc(C)nc(NC(=N)NCCc2cnc[nH]2)n1,0.5,259.32,0.4843,3.8183,102.37,4,4,4,1.0,5,2
TRAIN_1371,O=C(CN1CCCCCC1)NCC23CCCC=C2NC(=O)CC3,0.5,319.45,0.8324,4.3628,61.440000000000005,2,3,4,1.94,5,2
TRAIN_1372,CC(C)C(=O)OCc1cnc(C)c2OC(=O)C(=Cc12)c3onc(n3)c4ccccc4C,0.5,419.44,0.4425,4.158,108.32,0,8,5,4.22,5,2
TRAIN_1373,CC(C)(C)c1cc(O)c2O\C(=N/c3ccc(cc3)S(=O)(=O)N)\C(=Cc2c1)C(=O)N,15.8,415.47,0.6004,4.0679,148.98000000000002,3,6,3,2.41,5,1
TRAIN_1374,CCc1cc2c3C(=O)CCCc3[nH]c2cc1S(=O)(=O)N(Cc4ccccc4)C(C)C,7.22,424.57,0.6149,4.1258,70.24,1,3,6,4.85,5,2
TRAIN_1375,Cc1cc(nc(SCc2cn3cc(Cl)cc(Cl)c3n2)n1)C(F)(F)F,19.2,393.22,0.4615,3.9353,43.08,0,5,3,5.05,4,2
TRAIN_1376,O=C(Nc1ccc(Cn2cncn2)cc1)C3=CC(=O)Nc4ccccc34,16.1,345.36,0.594,4.0352,92.67,2,5,4,2.42,5,2
TRAIN_1377,Cl.Cl.CCN(CC)CCOc1ccc2c(c1)C(=NO)c3cc(OCCN(CC)CC)ccc23,9.75,498.5,0.2756,4.2004,57.53000000000001,1,6,12,5.18,4,1
TRAIN_1378,Cn1ncc2c1ncn3c(COc4ccc(Cl)cc4)nnc23,0.5,314.74,0.5798,3.9168,70.13000000000001,0,7,3,2.24,5,2
TRAIN_1379,CC1=NN2C(=NC(=C(CCC(=O)NC(C)(C)c3noc(n3)C(C)(C)C)C2=O)C)N1,0.5,401.47,0.665,4.0679,131.07,2,8,5,1.7,5,2
TRAIN_1380,Cc1nn(c(C)c1Br)c2nnn(CC(=O)O)n2,0.5,301.1,0.8764,3.7322,98.72,1,7,3,0.32,5,2
TRAIN_1381,CCOCCCNC(=O)N1CCc2c(C1)c(nn2C)c3nncn3Cc4ccccc4,8.94,423.52,0.5613,4.1812,90.1,1,7,8,2.22,5,2
TRAIN_1382,O=C1C=C(CSC2CCCCC2)N=C3SC4=C(CCCC4)N13,0.5,334.51,0.8435,3.9273,34.370000000000005,0,5,3,4.2,5,2
TRAIN_1383,CCCCN1N=Nc2c(sc3nc(C)ccc23)C1=O,0.5,274.35,0.736,3.8183,60.67,0,6,3,2.51,5,2
TRAIN_1384,OC1=NC(=O)S/C/1=C/c2oc(Sc3ccccc3)cc2,11.5,303.36,0.8978,3.8592,62.8,1,4,3,4.6,5,2
TRAIN_1385,CC1=NN=C2SC(=NN2C1=O)SCC(=O)c3ccc(Cl)c(Cl)c3,26.2,387.27,0.5057,3.9147,77.22,0,8,4,3.14,5,2
TRAIN_1386,COC(=O)\C=C\c1ccc2noc(c3ccc(Cl)cc3)c2c1,0.33,313.74,0.5331,3.906,52.33,0,4,3,4.33,5,2
TRAIN_1387,NC1=NC(=O)N(CC(O)C(=O)O)C=C1Br,3.88,278.06,0.6545,4.0713,118.44,3,6,3,-0.97,5,2
TRAIN_1388,Nc1cc(Cl)ccc1Oc2ccc3ccccc3c2Cl,2.03,304.18,0.6325,3.8473,35.25,1,2,2,5.52,4,2
TRAIN_1389,NC(=O)CN1C(=O)\C(=C\2/SC3=NC(=O)C(=NN3C2=O)c4ccccc4)\c5ccccc15,13.2,431.43,0.4836,4.1658,127.73000000000002,1,8,3,-0.07,5,2
TRAIN_1390,S(c1nccc2ccccc12)c3nccc4ccccc34,26.9,288.38,0.5226,3.9098,25.78,0,3,2,4.93,5,2
TRAIN_1391,CCc1ccccc1NC(=O)CN(C)C(=O)C2CCN(C2)C3=CC(=O)N(Cc4ccccc4)N=C3,3.67,473.58,0.5437,4.712,87.54,1,6,8,2.78,5,2
TRAIN_1392,O=C(NNc1ncnc2[nH]cnc12)C3CCCCC3,6.16,260.3,0.7244,3.8431,95.59,3,5,3,1.38,5,2
TRAIN_1393,CN1CCN(CC1)C(=O)CN2C(=CC(=O)n3nc(nc23)c4cccs4)C,11.2,372.45,0.6766,4.017,75.74,0,8,3,0.7,5,2
TRAIN_1394,CCS(=O)(=O)n1cc2C(=O)N(C(C)C)C(=O)N(C(C)C)c2n1,48.8,328.39,0.8237,3.8379,95.96,0,8,4,0.72,5,2
TRAIN_1395,COc1ccc2c(cc(cc2c1OC)C(=O)O)c3ccc(C)cc3,10.9,322.36,0.7665,3.9456,55.760000000000005,1,3,4,4.53,5,2
TRAIN_1396,CN(C)S(=O)(=O)c1oc(cc1)C(=O)Nc2ccncc2,61.1,295.32,0.9139,3.823,92.51,1,5,4,1.18,5,2
TRAIN_1397,OC(=O)Cc1ccc(NC2=C(Cl)C(=O)N(N=C2)C34CC5CC(CC(C5)C3C(=O)O)C4)cc1,0.5,457.91,0.6064,5.9918,121.52000000000002,3,6,6,3.5,5,2
TRAIN_1398,CCOC(=O)c1ccc(NC(=O)C2OC3OC(C)(C)OC3C4OC(C)(C)OC24)cc1,0.5,421.45,0.7387,5.195,101.55,1,8,4,2.2,5,2
TRAIN_1399,O=C(Nc1ccc2NC(=O)[C@@H]3CCCN3C(=O)c2c1)c4cc(n[nH]4)c5ccc6OCCc6c5,0.5,443.46,0.5757,4.6614,116.42,3,5,3,2.82,5,2
TRAIN_1400,O=S1(=O)CC2Sc3ncnc4ncn(C2C1)c34,0.89,268.32,0.6382,4.4356,77.74000000000001,0,7,0,0.27,5,2
TRAIN_1401,O=C1CC(N2CCC3(CC2)OCCO3)C(=O)N1c4ccc5OCOc5c4,9.62,360.37,0.7249,4.8688,77.54,0,7,2,0.89,5,2
TRAIN_1402,Brc1ccc2c(n[nH]c2c1)N3CC(CC3=O)C(=O)N4CCCC4,6.96,377.24,0.8734,4.3525,69.3,1,3,2,2.3,5,2
TRAIN_1403,Cc1nc2nc(nn2c(C)c1CC(=O)Nc3ccccc3F)c4ccc(cc4)C(C)(C)C,9.91,431.52,0.4921,4.1827,72.17999999999999,1,5,4,5.03,4,2
TRAIN_1404,CC1CCC(N)(CC1)c2nnnn2c3c(C)cccc3C,70.3,285.4,0.9206,3.8651,69.62,1,5,2,2.64,5,2
TRAIN_1405,CC(=O)C1=C(O)C=C(C)N(C1=O)c2cc(Cl)cc(Cl)c2,0.5,312.15,0.8651,3.7979,59.3,1,4,2,3.36,5,2
TRAIN_1406,Clc1cccc2sc(nc12)N(CCn3cccn3)C(=O)C4=COCCO4,28.2,390.85,0.6693,4.0352,69.48,0,7,5,3.07,5,2
TRAIN_1407,Cc1cc(C)c(c(C)c1)S(=O)(=O)NCc2nc(N)n(n2)S(=O)(=O)c3c(C)cc(C)cc3C,81.1,477.61,0.5561,4.1512,137.04,2,8,6,2.43,5,2
TRAIN_1408,CSC1=N\C(=C/c2ccc(cc2)C(=O)O)\C(=O)S1,4.0,279.34,0.8431,3.7761,66.72999999999999,1,5,2,2.72,5,2
TRAIN_1409,COC(=O)c1cc(NC(=O)CC2NCCNC2=O)cc(c1)C(=O)OC,0.5,349.34,0.6224,4.3836,122.83,3,7,5,-0.32,5,2
TRAIN_1410,Cc1c(Cc2ccccc2)[nH]c(NC(=O)CSC3=Nc4ccccc4C(=O)N3)c1C#N,9.91,429.51,0.319,4.1735,114.42999999999998,3,5,6,3.75,5,2
TRAIN_1411,Nc1cc(O)nc2nnc(SCc3nnnn3c4ccc(Cl)c(Cl)c4)n12,30.8,410.25,0.4846,4.017,132.93,2,11,4,1.99,4,2
TRAIN_1412,CCC(C)NC(=O)CN1N=C(C=CC1=O)C(=O)N2CCCC2,1.13,306.37,0.8529,4.3009,84.3,1,5,5,0.39,5,2
TRAIN_1413,CCC(N1C(=O)c2ccccc2C1=O)c3nc4c5c(C)c(C)n(c6cc(C)ccn6)c5ncn4n3,0.5,465.52,0.3702,4.7051,98.28,0,8,4,4.14,5,2
TRAIN_1414,CN(C)CCN1C(=O)C2CC=C(Cl)CC2C1=O,63.7,256.73,0.7095,4.3928,40.620000000000005,0,3,3,1.07,5,2
TRAIN_1415,FC(F)(F)C1=CC=CN(CC(=O)c2c([nH]c3ccccc23)c4ccccc4)C1=O,45.6,396.37,0.4992,4.1021,54.86,1,3,4,4.9,5,2
TRAIN_1416,Clc1ccc(NC(=O)CSc2oc(CN3C=CC(=O)NC3=O)nn2)nc1,5.99,394.8,0.5842,4.017,135.76999999999998,2,9,6,0.75,5,2
TRAIN_1417,CCc1cccc(c1)N2N(O)c3ccccc3NC2=O,2.08,269.3,0.878,3.8473,55.81,2,3,2,3.41,5,2
TRAIN_1418,CC(C)Cn1c(CCNC(=O)c2cc(n[nH]2)c3ccccn3)nc4ccccc14,4.02,388.48,0.5075,4.1186,88.49,2,5,7,3.45,5,2
TRAIN_1419,CCOC(=O)c1c(Cn2cnnn2)n(c3ccccc3)c4cc(Br)c(OC)cc14,7.67,456.3,0.4125,4.1104,84.06000000000002,0,8,6,3.61,5,2
TRAIN_1420,CN1N=C2CCN(CCN2C1=O)C(=O)CCn3cnnn3,5.07,292.3,0.6506,3.8766,103.73,0,9,3,-1.96,5,2
TRAIN_1421,CCc1ccc(cc1)c2nc3sc(nn3c2NC(C)(C)C)N4CCN(CC4)C(=O)c5ccnn5C,0.46,492.65,0.4546,4.2883,83.59,1,9,5,3.93,5,2
TRAIN_1422,CN(C)C1=NC(=O)N2CCN(C(=O)Nc3ccccc3)C2=N1,7.32,300.32,0.8849,3.8951,83.36,1,6,2,0.76,5,2
TRAIN_1423,CCCCN(C)C(=O)CSc1nnc2c3cc(nn3ccn12)c4cc(C)ccc4C,25.3,422.56,0.4211,4.1339,67.8,0,7,7,4.01,5,2
TRAIN_1424,CCOc1ccc(cc1OC)c2[nH]c3NC(=O)NC(=O)c3c2c4ccc(OC)cc4,37.2,407.43,0.4544,4.1339,109.2,3,5,6,3.29,5,2
TRAIN_1425,COCCCN1C(=Nc2c(c[nH]c2C1=O)c3ccccc3)SC,27.8,329.43,0.4287,3.9357,59.91,1,5,6,3.15,5,2
TRAIN_1426,COc1ccc(OC)c(Nc2nc(CC(=O)NCCc3c[nH]c4ccccc34)cs2)c1,90.9,436.54,0.3644,4.1812,88.27000000000001,3,6,9,4.29,5,2
TRAIN_1427,Clc1nnc(Cl)c2c1ncn2Cc3ccccc3,0.5,279.13,0.7232,3.8027,43.6,0,4,2,3.18,5,2
TRAIN_1428,COc1cc(cc(OC)c1OC)c2nnc3ccc4ccccc4n23,0.5,335.36,0.5705,3.9958,57.88,0,6,4,3.58,5,2
TRAIN_1429,CN(C1CCc2nnc(C)n2CC1)S(=O)(=O)c3cn(C)cn3,21.0,324.41,0.8128,4.3009,85.91000000000001,0,7,3,0.35,5,2
TRAIN_1430,S=C1NN=C2C=CC(=NN12)SC3CCCCC3,34.2,266.39,0.8478,3.7887,45.98,1,5,2,3.21,5,2
TRAIN_1431,Cc1nc2nc(nn2c(C)c1Cl)N3C(=O)CCC3=O,0.08,279.69,0.7289,3.7927,80.46000000000001,0,6,1,1.05,5,2
TRAIN_1432,CN(c1cc(C)cc(C)c1)S(=O)(=O)c2ccsc2c3onc(n3)c4cccnc4,93.9,426.52,0.4726,4.1021,89.19000000000001,0,7,5,4.3,5,2
TRAIN_1433,CC1=C(C)c2cc(c(O)c(C)c2OC1=O)c3ccn[nH]3,42.1,270.29,0.6663,3.823,79.12,2,4,1,2.81,5,2
